aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.10555374303607142,0.641325846482634,0.08671011618022102,0.1935483870967742,0.11074900311439173,6446,0.05011464133639044,0.32142857142857145,306,5800,117998,646,glasso,500,1,1177.0587382540107
