aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.15382550773634662,0.7004182069238818,0.10398230088495578,0.25903614457831325,0.14169956620855567,1620,0.058640049906425455,0.4585365853658537,94,1509,18186,111,glasso,200,1,670.1771764867008
