aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.0841819572899826,0.6173493091897532,0.10782820590922934,0.1684027777777778,0.12366001579867367,8787,0.06894313165411581,0.24732184443409408,531,7171,490182,1616,glasso,1000,1,1377.2965156668797
