topology,config,method,rep,n,p,delta_mode,diffusion_spearman_mean,diffusion_spearman_min,diffusion_mae_mean,knockout_spearman,knockout_top10_recall,knockout_topk_recall,n_components_pred,diffusion_spearman_mean_null,knockout_spearman_null,diffusion_spearman_norm,knockout_spearman_norm,wall_seconds
random,n100p50,desparsified,20,100,50,hub,0.46063659276169133,0.31877754833980654,0.02771693894887553,0.5084290422686724,0.7,0.7,41,0.21224805013857412,0.03737683515570381,0.3153131422484089,0.4893422725695169,0.6151908105239272
