topology,config,method,rep,n,p,delta_mode,diffusion_spearman_mean,diffusion_spearman_min,diffusion_mae_mean,knockout_spearman,knockout_top10_recall,knockout_topk_recall,n_components_pred,diffusion_spearman_mean_null,knockout_spearman_null,diffusion_spearman_norm,knockout_spearman_norm,wall_seconds
scale-free,n237p78,glasso,44,237,78,fiedler,0.3798258703321994,0.16013100823227405,0.010922462723353229,0.8316620088771988,0.9,0.9,1,0.18853342859671973,0.8329113924050633,0.2357366877167534,-0.007477371113734643,76.403871382121
