,RGS1,MID1IP1,SAP30,BTC,DUSP2,PRL,CCDC19,TMEM184B,CCDC66,BBC3,SYAP1,C1QA,ATG2A,IL10,KLHL21,HPGD,MIRLET7BHG,KCNK7,MADCAM1,CREM,KIAA0087,HMBOX1,NOV,MUC13,EPHB1,TIGD3,CCDC153,TGM3,LOC100507006,PPP1R12B,F11R,CD22,STYXL1,LRRC6,BTLA,DNAJB1,RPGRIP1,VNN3,KIAA1257,GK5,RELL1,ISY1-RAB43,DNAH12,PLEKHG3,KIR3DL1,ITPKB-IT1,JOSD1,SLC1A3,COL8A2,ADAMTS2,GRAMD1C,S1PR5,MME,SPARCL1,SCYL1,NUP133,FGF9,RGS9,KIR2DS4,LRRC2,LOC100131043,SAG,VPS18,ALDH1A1,VSIG4,MCM9,PRO0471,ZNF793,SYT1,BTG2,C1QB,IFRD1,COL6A6,ZNF230,IRS2,RAF1,HS3ST1,PLA2G7,CYMP,KALRN,CCDC7,PYGO1,KIR3DL3,RUNX2,MYBPH,TRIB1,NFASC,LOC100506403,SNORA21,CHI3L1,VMO1,TUFT1,NRG1,C1QC,DRD5,PIM2,XG,SEMA6B,STMN2,ERMN,GPR174,IKZF3,LRWD1,PIK3IP1,APOA5,GOT1,GLI3,PPP6R1,PRDM8,CPSF3L,UBN1,LOC100507616,CASS4,SYN2,CD86,NEK10,ZNF222,MINPP1,KIAA1841,PRKDC,CCDC147,SPAG9,IKBKB,FAM107A,CHSY1,P2RY1,FOXK2,LRRC31,GJB4,ALG2,UPK3A,KIR2DL5A,KIAA0319L,SPHKAP,MALAT1,CR2,RPS6KA5,KLF8,BTBD18,KIR2DL2,NSMAF,EXOC3L4,SPATA2L,ARFGAP3,AREG,BTNL3,FOSB,ACVRL1,MYOM2,OXR1,RFC3,CCDC151,HAL,EMR3,RTN1,HECW2,L2HGDH,ARAP3,TIGIT,KRTAP4-6,THRB,P2RY12,TTC18,INHBB
CCDC153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02437596197968846,1.0,1.0,1.0,1.0,1.0,1.0,3.663651872677731e-14,1.0,1.0301765158887953e-11,1.0,1.0,1.0,0.7993412087353917,1.0,1.0886237545607603e-39,1.0,1.0,4.904330912287395e-84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.985950909550046e-234,1.0,1.0,1.0,2.5272578108504625e-05,1.0,1.0,1.0,1.0,0.5098485503230874,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4544777749668494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.832635946260842e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2768819623654555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.422408497617624e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026025072830115157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.832835304101766e-47,3.4325809202004955e-139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TGM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2182102834203946e-09,1.0,1.5879976005366427e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.904330912287395e-84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2511963794653514e-80,0.865199859258418,1.0,1.0,1.0,0.13527754069199474,1.0,1.0,1.0,1.141453802213085e-20,0.09461246409827119,1.0,1.0,1.0,1.0,1.0,1.5183764138993743e-43,1.0,1.0,1.0,0.4758297911322602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01322915368975203,1.0,0.28035267137917563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7793530222105452e-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9876173138044293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18252563378598918,1.0,1.0,0.06589508961121379,1.0,1.0,1.0,1.0,1.0,0.0051003164161953305,1.0,1.0,1.0,1.0
LOC100507006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5934864599649088,1.0,1.0,1.0,1.0,4.311924328105656e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.5374930114645333,0.7041335807140948,1.0,1.0,1.0,2.987288907036496e-06,1.577415226739603e-34,0.4705891092640977,1.0,0.001184803100961696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.951923321155124e-05,1.0,0.019343708555049872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0363894192982165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.14341546349228e-14,1.0,1.0,1.0,1.0,4.1996581775110375e-07,0.06947587272513682,1.0,0.349945979844677,1.0,0.3391729004678723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023846098626700567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35006732190508505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00015442632073489054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6975416980045848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001628039607211657,0.0023459724934937723,1.0,1.0,0.5865273062261778,1.0,1.0,1.4930751400577386e-91,1.0,0.03618965838036855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R12B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.146870936958395e-13,1.0,1.0,1.0,1.0,1.0567805690589797e-41,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.8508673735859746e-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7900048801071136e-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8992120269270415e-299,1.0,4.0024265676301637e-29,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.843502174422619e-07,1.0,1.0,1.0,1.0,0.0013387408641460025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004666532078531624,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7495204786172167e-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.841749339780674e-25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.967909326075655e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
F11R,1.0,1.0228711860635574e-178,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5094360281430697e-113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5993304820849826e-163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0348512112170886e-22,0.001102113099571596,1.0,1.0,1.0,1.0,1.0,1.0,0.02453443040440312,1.0,1.0,1.0,1.0,1.0,1.0,0.4201798215459116,1.0,6.65984683415593e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06419419090298817,1.0,0.4561290174066167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1874200188609478e-151,1.0,1.0,3.1036722407965504e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1233564786574411,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CD22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002030650774075871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021294282526984856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.708360819117004e-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01212179114265792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.596659574276757e-06,1.0,0.7329589517118773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0031766355344798034,8.721801863112197e-06,1.0,0.030201962405752583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.999087008621239e-27,1.0,1.4053386675154314e-10,1.0,1.0,0.5791812590459187,1.0,1.0,1.0,1.0,1.0,0.15998963403145228,1.0,1.0,1.0,8.206242757909265e-118,1.0,1.48100727859282e-43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.9483188668371617e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44164158972014955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4209341172800437e-33,1.0,0.20346246584331573,1.0,1.0,1.0,0.10229667973141066,1.0,1.0,1.0,1.0,0.01656847334469013,1.0,1.0,0.4353761568104748,1.0,1.0,1.0,1.0,1.8801750861801274e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008215560075078423
STYXL1,0.22400867748348985,0.007154008528006371,1.0,1.0,1.4118474485878878e-20,0.020577822410773428,0.14703665351055845,1.0,1.0,1.0,1.0,0.7595042070784906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5374930114645333,1.0,1.0,1.0,1.0,0.6480601556935397,1.0,1.0,1.0,1.0,1.0,0.00023412742366357922,1.0,1.0,0.7190716407672157,1.0,1.0,1.0,1.0,1.6817913457272088e-05,0.013219259880917059,1.0,5.495115317529006e-07,1.0,1.118182959468514e-20,0.39644041292089505,1.0048424785689659e-26,1.0,1.0,1.0,1.0,1.0,0.00015486778465705504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.502994650245794e-05,1.0,1.0,1.0,1.0,1.0,0.7869437668105268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6054546740059687e-20,1.0,1.0,1.0,1.0,0.9323652431088527,1.0,1.0,1.0,1.0,1.0,0.9290206841754426,0.43740901961768563,1.0,1.0,3.122697127474473e-05,0.47221573933962047,1.0,0.18976455582525653,1.0,1.0,1.0,1.0,1.0,1.59069522503955e-155,0.467623851956839,1.0,1.0,1.6460724865788721e-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7660994657247582,1.0,1.0,1.0,1.0,0.6509207737384186,1.0,1.0,1.0,1.0,1.0,1.0,2.564528830329426e-17,1.0,1.0,1.0,1.0,1.0,0.14513430161032084,1.0,1.0,1.0,0.8447698143794296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38525345234465025,1.0
LRRC6,1.0,1.0,1.0,1.0,1.0,0.019482666595706428,1.0,1.0,0.7714638821693016,1.0,1.0,1.0,1.0,4.896867454525834e-07,1.0,1.908277953672477e-27,1.0,1.0,1.0,0.4399814331608828,1.0,1.0,1.0,1.0,0.17718932754807193,1.0,1.0,1.0,0.7041335807140948,1.0,1.0,1.0,0.6480601556935397,1.0,1.0,1.0,1.0,0.26568615899881565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2930217790709725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1759598943892332,1.0,1.36354959390794e-05,1.0,1.0,1.0,1.0,1.0,1.0,9.916797641216485e-13,1.0,0.04347557880664175,1.0,2.1643394055830733e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024584255105581897,1.0,0.8991697840024977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.552242622623304e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787904165790484,1.0,0.48006707722777586,0.012015997083462614,1.0,0.01603719182417057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12684440248264695,1.0769165546182904e-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.677717033407462,1.0,0.04711199285292496,1.0,0.4664022499193662,1.0,0.061456545545469775,1.0,1.0,1.0,0.21572142882761647,1.0,1.0,6.0648658876119184e-05,1.0,1.0,1.0,1.0,1.0,1.0,3.495053035286858e-108,1.0
BTLA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.349457787973447e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.708360819117004e-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8471594017293452,1.0,1.0,1.0,1.0,1.0,0.16262306712764418,0.0014288639246021009,1.0,1.0,1.0,1.0,5.144746779187686e-09,1.0,1.0,1.3210861828325802e-11,1.0,1.0,1.0,0.0001231846580091199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15618609589383056,0.003823977908179414,1.0,1.0951365953522954e-09,1.0,1.0,3.238691420384448e-31,0.010385717175089376,1.0,1.0,1.0,1.0907160599869538e-10,7.926221816274506e-12,1.0,0.0,1.0,1.0,1.0,0.6094704620747569,1.8276984548274802e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6889641257580358e-77,3.0712838392788453e-41,1.0,0.09326176153932006,1.0,1.0,1.0,1.0,1.0,1.0,1.1817563293215313e-36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4503434590358835e-12,1.0,1.0,1.0,1.648679843371246e-48,1.0,1.0,0.004762074761154272,4.2272803166072124e-36,1.0
DNAJB1,1.0,1.0,1.0,0.5868066256333679,0.0002786877050014242,1.0,1.0,1.0,1.0,1.0,0.06915122544074026,1.0,0.28849473218892785,1.0,1.0,1.0,0.2522816894176243,1.0,1.0,0.00027147658698761155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2952661709298846,1.0,3.119015378213787e-18,1.0,1.0,1.0,1.0,0.0011891743128460165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21754800935146956,1.0,3.634332948828141e-05,1.0,1.0,0.5675623467052233,1.0,0.444696003360904,1.0,0.29590343642080363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4138144033102793,1.0,1.0,1.0,1.0,1.0,4.799308850806367e-15,1.0,2.2862074097531397e-05,1.0,0.9279334337902604,1.0,1.0,1.0,1.0,1.0,1.0,2.6435766194465297e-09,1.0,1.0,1.0,3.6178210771453014e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4231831390124612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6104209038736157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015618130762466095,0.4299605971542968,0.13813924556104767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPGRIP1,1.0,1.0889529948454452e-132,1.0,1.0,1.0,1.0,1.0,0.00021261697931431142,1.0,1.0,1.0,1.0,1.0,1.0,7.505822857306177e-13,1.0,1.0,1.431968806245816e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.375968459271169e-118,8.985950909550046e-234,3.2511963794653514e-80,1.0,1.8508673735859746e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.480924512091423e-34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.110229966387549e-11,1.0,1.0,1.0,1.0,2.2445050801847772e-45,1.2347282950448116e-16,1.0,0.778573038763636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.775431144132955e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.493032565132357e-44,1.0,5.811780992914829e-15,1.0,1.0,1.0,0.25280201297186355,1.0,1.0,1.3191397296342124e-125,1.0,1.0,1.0,1.0,0.21713929636103024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416805613000459,1.0,6.667762558644113e-22,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VNN3,1.0,1.0,1.0,1.0,0.3250617127031893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.580534656229976,1.0,0.865199859258418,2.987288907036496e-06,1.0,1.0,1.0,1.0,0.26568615899881565,1.0,1.0,4.480924512091423e-34,1.0,1.914547914792597e-276,1.0,1.0,1.1608865958120027e-74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00024129396494326313,1.0,1.3722851441494476e-162,8.937928103459897e-128,1.2953730837480931e-117,1.0,0.7767984476929791,1.0,1.0,1.0,1.0,1.0,8.511454672145653e-69,1.0,1.0,1.0,1.0,0.15244888068581522,1.0,0.16027244728394896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8664372111254183,1.0,1.0,1.0,1.0,4.903018957005746e-21,0.4816938007684115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.701100054580524e-06,1.0,1.0,1.0,1.0,1.0,0.6746088605221603,1.0,1.0,3.889835910607894e-43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7365799093413998,1.0,1.0,1.0,1.0,1.0,1.2418308419258805e-37,1.0,1.0,1.0,1.0,0.00356000481304349,1.0,0.5311413265088558,1.0
KIAA1257,1.0,0.13340377165386433,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3251887387436905e-15,1.0,1.0,1.2706784428746746e-14,0.888762710392537,1.0,1.1392302268811691e-07,1.0,1.0,1.0,1.0,1.939199356645524e-23,1.0,1.0,1.577415226739603e-34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.914547914792597e-276,1.0,1.0,0.0,0.28825382584716985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3421276849625724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1838296716829374e-76,1.0,1.0,1.0,0.009308759330161518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006875436093011691,1.0,1.0,0.0009127461614541824,1.0,1.0,0.002076858725177458,1.0,1.0,0.014174992389778322,1.0,1.0653798744890564e-129,1.0,1.6269443283065389e-124,1.0,1.712525920657558e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.308954104667925e-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.207890803268752e-71,1.0,1.0,1.0,2.742147260164649e-77,0.9805980811042088,1.0,1.0,1.0,4.784293208135763e-07,9.736999577730426e-48
GK5,0.20826193515917968,0.5290369706955138,0.2722964750944721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0929547807411e-19,1.0,0.0009325533614317959,5.33600955591306e-13,1.0,1.0,6.01825725059089e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4705891092640977,1.0,1.0,1.0,0.00023412742366357922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41503535167837735,0.8875561859566963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07821739044987837,1.0,1.0,1.0,1.0,1.0,0.02744359256764396,1.0,0.0012915754484598507,0.11237444780363963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10707879554379061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008896640563820423,1.0,1.0,1.0,1.0,1.0,1.0,0.3270025902419704,1.0,0.9677141482253244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.042038297640561606,1.0,0.7445795759187384,1.0,1.0,0.20933597586932962,1.0,1.0,1.0,1.0,0.05338988764523138,1.0,1.0,1.0,1.0,0.6286353485043361,1.0,0.4242738739910099,1.0,4.453288309565067e-05,1.0,1.0,1.0,1.0,0.3168851786208903,0.007824304841766756,1.0,0.94561678757934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10142154897586789,1.0,1.0
RELL1,1.0,4.0622173035095125e-83,1.0,1.0,0.09056320352758218,1.0,7.403923171522685e-61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.250997109435455e-160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7896997830213675,2.5272578108504625e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.6346149683613006e-56,1.0,1.0,3.044325962401585e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.666780352004548e-06,1.0,1.0,1.0,1.0,3.7712283113121305e-21,0.16657970376223918,1.0,1.0,0.4202843866515602,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03385940563243424,1.0,1.0,1.0,1.0,0.9363963902748293,1.0,0.002086670055963218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7494118022123095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0165666667100285e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008964829047615296,1.0,1.0,1.0,1.0,1.0,2.61391219845224e-300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7192224671589943e-260,1.0,1.0,1.0,0.10152355292856759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00012676372676461212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ISY1-RAB43,1.0,1.0,1.0,0.288018268956161,1.0,1.0,0.0004214450046049852,1.0,1.0,1.0,1.0,1.0,2.281099178728783e-10,6.604340865081439e-42,1.0,1.0,1.0,0.021710578704850984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13527754069199474,0.001184803100961696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1608865958120027e-74,0.28825382584716985,0.41503535167837735,1.0,1.0,1.0,1.0,0.5241697180894025,1.0,1.0,1.6644000029663646e-09,1.0,1.0,1.0,1.0,0.0031889545326595835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00038835022177533815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02539635761217477,1.0,1.0,1.0,1.0,1.0,0.5389188327627323,1.0,1.1916036234455031e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2560792983911171,8.609392094656124e-44,0.6788636458538495,1.0,2.4050772189964393e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15307062230468554,1.0,1.0,1.0,1.0,1.0,0.5633328640932722,1.0,0.34707061425904917,1.0,0.1951843317833497,7.0407230796503485e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.09976340295590205,1.0,1.0,1.0,1.0,1.0,1.0,5.7055688068788874e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.7674056505708329,1.0,1.0,1.0,1.0,1.0,1.0,0.9123744332652443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.18051953898379e-78,0.6057656972780154,1.0,1.0,1.0,1.0,1.0,0.9645750782468198,1.0,1.0,1.0,1.0
