,RGS1,MID1IP1,SAP30,BTC,DUSP2,PRL,CCDC19,TMEM184B,CCDC66,BBC3,SYAP1,C1QA,ATG2A,IL10,KLHL21,HPGD,MIRLET7BHG,KCNK7,MADCAM1,CREM,KIAA0087,HMBOX1,NOV,MUC13,EPHB1,TIGD3,CCDC153,TGM3,LOC100507006,PPP1R12B,F11R,CD22,STYXL1,LRRC6,BTLA,DNAJB1,RPGRIP1,VNN3,KIAA1257,GK5,RELL1,ISY1-RAB43,DNAH12,PLEKHG3,KIR3DL1,ITPKB-IT1,JOSD1,SLC1A3,COL8A2,ADAMTS2,GRAMD1C,S1PR5,MME,SPARCL1,SCYL1,NUP133,FGF9,RGS9,KIR2DS4,LRRC2,LOC100131043,SAG,VPS18,ALDH1A1,VSIG4,MCM9,PRO0471,ZNF793,SYT1,BTG2,C1QB,IFRD1,COL6A6,ZNF230,IRS2,RAF1,HS3ST1,PLA2G7,CYMP,KALRN,CCDC7,PYGO1,KIR3DL3,RUNX2,MYBPH,TRIB1,NFASC,LOC100506403,SNORA21,CHI3L1,VMO1,TUFT1,NRG1,C1QC,DRD5,PIM2,XG,SEMA6B,STMN2,ERMN,GPR174,IKZF3,LRWD1,PIK3IP1,APOA5,GOT1,GLI3,PPP6R1,PRDM8,CPSF3L,UBN1,LOC100507616,CASS4,SYN2,CD86,NEK10,ZNF222,MINPP1,KIAA1841,PRKDC,CCDC147,SPAG9,IKBKB,FAM107A,CHSY1,P2RY1,FOXK2,LRRC31,GJB4,ALG2,UPK3A,KIR2DL5A,KIAA0319L,SPHKAP,MALAT1,CR2,RPS6KA5,KLF8,BTBD18,KIR2DL2,NSMAF,EXOC3L4,SPATA2L,ARFGAP3,AREG,BTNL3,FOSB,ACVRL1,MYOM2,OXR1,RFC3,CCDC151,HAL,EMR3,RTN1,HECW2,L2HGDH,ARAP3,TIGIT,KRTAP4-6,THRB,P2RY12,TTC18,INHBB
SYAP1,0.13594139631603339,1.0,0.0,1.0,1.0,1.0,0.0008002372446155307,1.2404645072745934e-12,1.0,1.0,1.0,0.019919081739530685,0.8251405553247821,1.0,1.0,0.9440259111589292,1.0,1.0,1.0,9.744421512179254e-34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002030650774075871,1.0,1.0,8.349457787973447e-09,0.06915122544074026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.358032041464603e-212,1.0,6.204395986502102e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10777139088087975,1.0,1.0,1.0,0.9329803685179561,1.0,1.0,0.1137629915412671,1.0,1.0,1.0,1.0,1.0,0.43773230588539225,1.885588322940543e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4305012803583068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3123715626442535e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.86269692502735e-34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011074615976603551,1.0,1.0,1.0,1.0,1.0,1.9872512602185626e-07,1.0,1.4466853197448876e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29392814396835043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5370614636816745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9805624805724237,1.0,1.0,1.0,1.0
C1QA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019919081739530685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5049321357540323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7595042070784906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6001578293885468,0.001217599588340106,1.0,1.0,1.0,1.0,1.0,0.45873519651459904,1.0,1.0,0.1903823940095657,1.0,1.0,1.0,1.0,1.0292954469239154e-07,1.0,1.0,1.0,0.07005566541932955,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4509675872441722,1.0,1.0,1.0,1.0,0.9802165510983284,5.260402810950103e-26,1.0,0.5037752779551661,1.0,1.0,0.14281014569008563,0.6091248559699582,1.764612595564447e-51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.511642786929718,0.023007526371421973,1.0,1.0,1.0,0.9478808546145023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46850389001026804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0026940858431808204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17272952364598004,0.06558039752999234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.602458606890486,1.0,1.0
ATG2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8251405553247821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.03942967204493761,1.0,1.0,1.0,1.0567805690589797e-41,1.0,1.0,1.0,1.0,1.0,0.28849473218892785,1.0,1.0,1.0,1.0,1.0,2.281099178728783e-10,1.0,8.113779037575882e-23,0.0005356094465112535,1.0,1.0,1.0,0.0022149839596177037,1.0,1.0,1.0,1.0,1.0,6.1484083363338835e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.750188187015638e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4947654456503118e-138,1.0,1.0,1.0,1.0,1.0,6.591926658088562e-224,1.0,3.486200773525055e-07,1.0,1.0,0.6195602732710519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.4759358127775897e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15337257759399456,1.0,1.0,0.010628626136481184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9386469800858928,1.0,5.147296968851216e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1353244895390154e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL10,1.0,4.23980744113078e-05,1.0,1.0,1.0,3.9919006361806355e-20,1.0,1.0,1.0,7.746906464260003e-45,1.0,1.0,1.0,1.0,1.0,1.1352350245384564e-53,3.560098714342011e-07,1.0,1.0,1.0,1.0,1.0,1.0499087942768916e-42,1.0,0.043825423418534556,0.01427190821727219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.896867454525834e-07,1.0,1.0,1.0,1.0,1.0,3.0929547807411e-19,1.0,6.604340865081439e-42,1.0,1.0,1.0,0.9448378426844758,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3965824852971366,0.027703451876939348,1.0,1.0,0.0014117699653962152,5.580607632707062e-122,1.0,0.4517978283237867,2.574849813536727e-72,1.0,1.0,1.0,1.0,1.0,1.0,3.4155914254838474e-95,1.0,1.0,0.0036151485324339245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5935785840475539,1.0,1.0,1.0,1.0,1.0,1.0,0.033534104462934505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1204620910348788e-49,1.0,1.0,0.8083899327957982,1.0,1.0,6.5283138327218224e-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.119752233875174e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46156199637993234,0.002414837283984932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9546422222793319,1.0,0.42030245879571104,1.0,1.0
KLHL21,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.025514032708996152,1.0,1.0,1.0,1.0,1.0,1.0,3.883888021864187e-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.505822857306177e-13,1.0,2.3251887387436905e-15,1.0,9.250997109435455e-160,1.0,1.0,0.18868317368388832,1.0,1.0,1.0,8.799150798974707e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001672877696234831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04188259127283736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7923723899414414,1.0,2.0778408653113304e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12408671141044564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.000582437279959859
HPGD,1.0,1.0,1.0,1.0,1.0,9.140011662579115e-12,1.0,1.0,1.0,1.0,0.9440259111589292,1.0,1.0,1.1352350245384564e-53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.403857653161967e-05,1.0,1.2182102834203946e-09,1.0,1.0,1.0,1.0,1.0,1.908277953672477e-27,1.0,1.0,1.0,1.0,1.0,0.0009325533614317959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42832479447198635,0.7602563227363296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5149454638730819,4.781355976308673e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5230949547166402e-14,1.0,1.0,1.0,1.0,9.624026968851171e-57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.207743510790695e-15,1.0,1.0,0.00015608259011113063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008290841184982169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010280834070511887,1.0,1.0,1.0,1.0,0.6149307632404515,1.0,0.04998168549991105,1.0,1.0,1.0,1.0,0.8071053037231948,1.224487921780973e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MIRLET7BHG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.854945881337744e-16,1.0,1.0,1.0,3.560098714342011e-07,3.883888021864187e-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.663651872677731e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2522816894176243,1.0,1.0,1.0,5.33600955591306e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0007521785547111523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3048956256344624,1.0,1.0,0.02274996304475863,1.0,1.0,1.0,1.0,0.29332373395625144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6504980044233402,0.4380903329455226,1.0,1.0,0.6012541152812785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34034175886903784,1.0,1.0,1.0,1.0,1.0,1.0,7.909796357934296e-32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00771639899040111,1.0,2.221361049751245e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1059052122604395e-60,6.065479438540134e-05,1.0,0.6467059145609615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0570840693025303e-101,1.0,1.0,1.0,0.198821940106095,0.0004179647785107515,1.0
KCNK7,1.0,1.0,1.0,1.0,1.0,1.0,5.1428592221920996e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.088171681547375,1.0,1.5879976005366427e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.431968806245816e-12,1.0,1.2706784428746746e-14,1.0,1.0,0.021710578704850984,1.0,1.0,1.0,1.3313887642804561e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1653766381254583e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.037169811840474e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1385978258194736e-42,1.0,1.0,1.0,1.0,0.004205189994950401,0.031159331789060215,1.0,1.0,1.0,1.0,1.0,1.0,0.09593656858908904,1.0,1.0,1.0,1.0,3.722579034664649e-20,1.0,1.0,1.0,0.3542998452925752,1.0,1.0,1.0,0.26418697817546843,1.0,0.9284600979535833,1.0,1.0,1.0,1.0,6.570382582879874e-06,1.0,5.4619231249573296e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.510022785360223e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5827867330532912,1.0,1.0,1.0
MADCAM1,1.0,0.0773519785262608,1.0,1.0,1.0,1.0,0.001231145716453309,1.0,1.0,0.25393221817522715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6340864015873953e-78,1.0,1.0,6.821426832396044e-08,1.0301765158887953e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.888762710392537,1.0,1.0,1.0,1.0,1.0,2.637794518959026e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7258669469383785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40236249656989664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30127890887972775,0.4251659603187412,1.0,1.0,1.0,1.0,0.16000307691738136,1.0,1.0,1.0,1.0,0.24884693423881055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38836091704433484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10247678761395099,1.0,1.0,1.0,1.0,1.0,1.0,0.8092881710549618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CREM,1.9251652881542145e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.744421512179254e-34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.021294282526984856,1.0,0.4399814331608828,1.0,0.00027147658698761155,1.0,1.0,1.0,6.01825725059089e-13,1.0,1.0,1.0,1.0,1.0,1.0,6.555260320297232e-08,0.00012795272074238895,1.0,1.0,1.0,1.0,1.0,1.1411973848800434e-05,1.0,0.00989108615711233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8994616023083914e-08,1.0,1.0,0.2720595113916834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002688471537534603,1.0,1.0,1.0,1.0,1.0,1.0,0.7506981985065181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4571294436686763e-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04280750379506998,0.00042431370044891854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08134110644877074,1.0,0.0,0.7574744219223992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7044562277084932e-05,1.0,1.0,1.0,1.0,0.3284760015183733,1.0,1.0,1.0
KIAA0087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5934864599649088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1392302268811691e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5200130946563535,1.0,1.0,1.0,4.357723715006096e-06,1.0,2.0724870601267016e-16,1.0,1.0,1.0,4.891026934522012e-86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8265568616200671,1.0181043465885257e-17,1.2206081116308768e-274,1.0,1.0,1.4562447156239972e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6262153274683793,1.0,8.114129044451836e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.886902474539962e-12,1.0,1.0,7.858049291540073e-72,1.0,1.0,1.0,1.2829099570772878e-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7631203134761579,1.0,1.0,0.5371262135939472,0.09712208323160912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5039459557962025,1.0,1.0,1.0
HMBOX1,1.0,1.0,1.0,1.0,1.0,0.3637467578235797,1.0,1.0,2.6675869088047444e-10,1.0,1.0,0.5049321357540323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001329283002698822,1.0,1.0,1.8039519490778065e-120,1.0,1.0,1.0,0.5560083889626626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9465075056043787,1.0,0.4300320826687367,1.0,1.0,1.0,1.0,0.03272167792487261,1.0,1.0,1.0,1.0,1.0,0.9518309437321429,1.0,1.0,1.0,1.0,1.0,0.4532313893538824,1.0,1.0,1.0,1.0,1.0,0.0024677380203894884,3.66484699188057e-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.42122974485771203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8016129265433214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0499087942768916e-42,1.0,1.0,1.0,1.0,1.6340864015873953e-78,1.0,1.0,1.0,1.0,1.0,0.6491924115815166,4.106030642541094e-15,0.7993412087353917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28376213485291e-15,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.115487894274304e-09,1.0,1.0,9.209537739279539e-117,1.0,1.0,1.0,1.0,1.0,1.0,1.298274106559827e-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.098230620247821e-31,1.0,1.0,1.0,1.0,1.0,1.0,3.9782969082881696e-104,1.0,0.00031599480675007126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09271485608152703,1.0,1.0,1.0,1.0,1.0,1.0,0.9525067557866944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.6092850463973372e-06,1.0,1.0,0.09414282059061865,1.0,0.37106102218086856,0.03748094955382248,1.0,1.0,0.5599009113016522,1.993308585171456e-06,1.0,1.0,1.0,0.17428453039533565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MUC13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.594779594028545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8093975345813079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18985908328275947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023491246006105936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33423794100864457,0.7439553558287106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15338824679540447,0.9751565577343952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03224162763644044,1.0,1.0,1.0,1.4944128817077963e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12906400028424916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPHB1,1.0,1.0,1.0,0.9458456947215338,1.0,1.0,1.0,1.0,1.0,5.339456513639101e-08,1.0,1.0,1.0,0.043825423418534556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6491924115815166,1.0,1.0,6.608952342058992e-17,1.0886237545607603e-39,1.0,1.0,1.0,1.0,1.0,1.0,0.17718932754807193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.648915718659064e-09,1.0,0.00013850495443084156,1.0,1.0,4.04434423067147e-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3912323965212552,1.0,4.360144851575481e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3010695529626134,1.0,1.0,1.0,0.07011473588420915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01938854076161972,1.0,1.0,1.0,1.0,1.0,1.0,0.14503366754128164,1.0,1.0,1.4849142411187537e-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0033930897865377097,1.0,1.0,1.0,1.0,1.0,0.017366253248388787,1.0,1.0,1.0,0.8246312146287267,1.0,0.7387215081330364,1.0,1.0,1.0,1.0,1.0,0.0013323361372232592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17955109573482053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TIGD3,1.0,2.080131896597243e-48,1.0,1.0,1.0,1.0,2.1996483525500633e-35,1.0,1.0,1.0,1.0,1.0,0.03942967204493761,0.01427190821727219,1.0,7.403857653161967e-05,1.0,0.088171681547375,6.821426832396044e-08,1.0,1.0,1.0,4.106030642541094e-15,1.0,6.608952342058992e-17,1.0,1.0,1.0,4.311924328105656e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.375968459271169e-118,0.580534656229976,1.939199356645524e-23,1.0,0.7896997830213675,1.0,1.0,0.14592966100239363,1.0,1.0,1.0,0.26956372145109087,1.0,1.0,1.0,1.0,0.6762552198605325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.914396301980047e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0721974581267733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0012432052364977774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09797346565597385,1.0,0.015961195037969916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
