aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.039294897220068424,0.7139889411079945,0.043463944682252224,0.11087719298245614,0.07807706287687678,5810,0.022491054694155733,0.6439024390243903,132,5737,13958,73,piglasso,200,1,3768.063982496038
