aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.016404467545226623,0.6451061509758418,0.02520100093282201,0.06902958410747465,0.051707829800450474,65835,0.01301422235815874,0.39636702375407545,851,64539,432814,1296,piglasso,1000,1,16785.015187304933
