aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.026562083365448547,0.6415782950363298,0.033219231367667655,0.0969377408233624,0.0549872271514508,24854,0.017248343835837777,0.4485294117647059,427,24329,99469,525,piglasso,500,1,14535.433988909703
