topology,config,method,rep,n,p,delta_mode,diffusion_spearman_mean,diffusion_spearman_min,diffusion_mae_mean,knockout_spearman,knockout_top10_recall,knockout_topk_recall,n_components_pred,diffusion_spearman_mean_null,knockout_spearman_null,diffusion_spearman_norm,knockout_spearman_norm,wall_seconds
hub,n513p164,gglasso,33,513,164,hub,0.8501419807360918,0.7816704535529841,0.0010050742203656885,0.7968675706176334,0.6,0.6,30,0.03898847464369656,0.03396349871815218,0.8440622039279425,0.7897259274232109,130.12787268403918
