aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.06348569316269476,0.5858442045507114,0.12769953051643193,0.13563355145746578,0.07202598812093639,1858,0.07264957264957266,0.5271317829457365,136,1736,2956,122,desparsified,none,1,8.573466076049954
