aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.033717629762272536,0.4853703700895234,0.04536862003780718,0.05386278749754275,-0.011179106012672474,1515,0.02482758620689655,0.26277372262773724,36,1414,3399,101,desparsified,log2_npn,8,114.75580789614469
