aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.053648277885181034,0.4729572129011907,0.03871829105473966,0.09210526315789473,-0.023908049377804053,1440,0.0213078618662748,0.2116788321167883,29,1332,3481,108,desparsified,log2_npn,4,96.62793375691399
