aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.03687996625210211,0.5022687945209219,0.0512409927942354,0.055705300988319856,0.003610046311181793,1185,0.02877697841726619,0.23357664233576642,32,1080,3733,105,desparsified,none,5,264.41168298991397
