aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.04008167353617673,0.4952698060756982,0.04656862745098039,0.07142857142857142,-0.009057191375205803,1556,0.025418060200668897,0.2773722627737226,38,1457,3356,99,desparsified,log2_npn,7,306.04201892903075
