aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.03859636979103233,0.5132002590308183,0.05487804878048781,0.05994550408719346,0.010071951014198178,1240,0.030638297872340424,0.26277372262773724,36,1139,3674,101,desparsified,none,7,786.3368176519871
