aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.06395223990307718,0.5884252925976592,0.12588736393752958,0.13701923076923078,0.06818705302015948,1847,0.07169811320754717,0.5155038759689923,133,1722,2970,125,desparsified,log2_npn,1,9.088653034064919
