aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.03859238479134156,0.4769367027560697,0.03642384105960265,0.07526881720430108,-0.022854886023091485,1164,0.02054154995331466,0.16058394160583941,22,1049,3764,115,desparsified,none,4,219.63520588586107
