aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.8898802905609671,0.9663438751623606,0.8034188034188035,0.8497409326424871,0.7981838570982348,69,0.9155844155844156,0.7157360406091371,141,13,2793,56,cluster,n237p78,stars,17,237,78,0.05,0.5,20,22.209093138109893
