aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.598229264836958,0.8332076997573857,0.2994350282485876,0.6156462585034014,0.3838081460174598,248,0.9137931034482759,0.17905405405405406,53,5,2702,243,scale-free,n237p78,stars,20,237,78,0.05,0.5,20,23.102939158678055
