aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.8480181371681954,0.9646368896917172,0.7352941176470587,0.8193832599118943,0.7551614720904055,108,0.974025974025974,0.5905511811023622,150,4,13108,104,hub,n513p164,stars,46,513,164,0.05,0.5,20,27.523964004125446
