aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.9581536013607143,0.9912059798447197,0.8394160583941604,0.9119496855345911,0.842846067164142,44,0.9913793103448276,0.7278481012658228,115,1,2844,43,random,n237p78,stars,39,237,78,0.05,0.5,20,22.5489006601274
