aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.569495724478621,0.8147552048180261,0.359375,0.5942857142857144,0.43477473308197034,82,0.92,0.22330097087378642,23,2,1120,80,cluster,n100p50,stars,12,100,50,0.05,0.5,20,0.8625607998110354
