aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.8272827773388379,0.931298404742295,0.7728613569321535,0.8290155440414507,0.7759199312538173,77,0.9562043795620438,0.6485148514851485,131,6,2795,71,cluster,n237p78,stars,18,237,78,0.05,0.5,20,20.92048167390749
