aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.7146390640041467,0.8788556160892251,0.39872611464968155,0.7188823031329381,0.47449452491633215,944,0.9720496894409938,0.25080128205128205,313,9,12109,935,scale-free,n513p164,stars,7,513,164,0.05,0.5,20,75.53953856322914
