aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.6576302547232202,0.8495130242913768,0.35911602209944754,0.6425855513307984,0.44571421140991246,232,0.9848484848484849,0.2195945945945946,65,1,2706,231,scale-free,n237p78,stars,14,237,78,0.05,0.5,20,20.96169837936759
