aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.919079203199411,0.9771012498566679,0.7004219409282701,0.8677966101694916,0.7229647536875643,71,0.9880952380952381,0.5424836601307189,83,1,2849,70,random,n237p78,stars,14,237,78,0.05,0.5,20,20.80956592410803
