aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.9737647545870081,0.9952331331856515,0.8947368421052632,0.927536231884058,0.8932426413769933,28,0.9754098360655737,0.8263888888888888,119,3,2856,25,random,n237p78,stars,4,237,78,0.05,0.5,20,15.688455087132752
