aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,n,p,beta,selected_threshold,n_subsamples,wall_seconds
0.7580794579913328,0.959945443602212,0.5469613259668508,0.7422222222222222,0.5967491612911696,164,0.9339622641509434,0.38671875,99,7,13103,157,hub,n513p164,stars,5,513,164,0.05,0.5,20,63.87896169675514
