aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.10479123390552866,0.6429553010318653,0.04642441484546748,0.19519752130131685,0.07131509967229223,14748,0.024734738872812457,0.37710084033613445,359,14155,109643,593,gglasso,500,1,123.45464483881369
