aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.08365670337930989,0.6337387249664699,0.033641160949868076,0.16473459426479561,0.06076377532813306,41020,0.017716681968189374,0.33255705635770844,714,39587,457766,1433,gglasso,1000,1,20.81469246186316
