aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.15469259313741213,0.7096806791373322,0.0625,0.25825825825825827,0.10080674556574684,3270,0.03320134023758757,0.5317073170731708,109,3174,16521,96,gglasso,200,1,26.456403498072177
