	KIAA1257	ERMN	KLHL21	CASS4	HAL	TTC18	KCNK7	CCDC19	ARAP3	TIGD3
2.1818181818181817	0.014928767838799853	0.001187341414634457	0.0001996276296202919	0.00023594283298845894	0.00022229400946685292	0.0002423265372589665	0.0002286513749392516	0.00021384885762441188	0.00020247624972686074	0.00022626197150505157
2.2121212121212124	0.014904905670478131	0.0010748069749325466	0.00019369071421763043	0.00022957760962288867	0.0002160101764926751	0.00023544467520716464	0.00022217453160614325	0.00020777057928156214	0.000196662131704969	0.00021994189310540455
2.2424242424242427	0.014878321350319799	0.0009666252916196692	0.00018796594990517205	0.00022344003074840313	0.00020993046141041204	0.00022880244079509875	0.00021590314404626863	0.0002018820483491985	0.0001910394547725248	0.00021381545951691786
2.272727272727273	0.014849118693922383	0.0008628104056690179	0.00018244228132654935	0.00021751892093862998	0.00020404555935634672	0.00022238811259143058	0.0002098289762126668	0.0001961755784378095	0.00018559947883550412	0.00020787521210677715
2.303030303030303	0.01481739851931886	0.0007634348172203666	0.0001771095366048271	0.00021180390810145996	0.0001983468460798023	0.00021619078434429766	0.0002039442541136217	0.00019064399135074696	0.00018033410256087381	0.000202114122587763
2.3333333333333335	0.01478325871760998	0.0006686611750160494	0.00017195833730724723	0.00020628535258945853	0.00019282630980715915	0.0002102002964805713	0.0001982416313618533	0.00018528056525028277	0.0001752357987239335	0.0001965255562154458
2.3636363636363638	0.014746794323309241	0.0005787971688680807	0.00016698001828119706	0.00020095428277481172	0.00018747649071581518	0.00020440717344801676	0.00019271415774609591	0.0001800789891766918	0.00017029755694137767	0.00019110323890721774
2.393939393939394	0.014708097584184381	0.0004943938497426896	0.00016216655630698644	0.00019580233655984992	0.00018229042716975068	0.00019880256648123894	0.00018735525053174	0.00017503332311111648	0.0001655128329393526	0.0001858412278236198
2.4242424242424243	0.014667258030421104	0.000416426114081396	0.00015751050661112333	0.00019082170832083922	0.00017726160795455005	0.00019337820138244725	0.0001821586682289686	0.000170137962873489	0.00016087550359667404	0.00018073388500872535
2.4545454545454546	0.014624362542966247	0.0003466221687434462	0.00015300494637604954	0.00018600510081243234	0.00017238392982903906	0.00018812633092303018	0.0001771184865942423	0.00016538760923585374	0.00015637982708614344	0.00017577585373484278
2.484848484848485	0.014579495420937227	0.00028800782105767905	0.0001486434244695571	0.00018134568159063974	0.00016765165978460957	0.00018303969149039318	0.00017222907665568186	0.00016077724071017588	0.00015202040751338675	0.00017096203724051556
2.515151515151515	0.014532738448005423	0.00024546248332663013	0.0001444199166969241	0.00017683704354345487	0.00016305940146960334	0.00017811146362495904	0.00016748508457422202	0.0001563020895386899	0.00014779216352053579	0.00016628757958807042
2.5454545454545454	0.014484170957681352	0.00022496075059446035	0.00014032878595278257	0.00017247316914905848	0.00015860206529681728	0.00017333523611393073	0.0001628814131713317	0.00015195762047556452	0.00014369030038411434	0.00016174784840014808
2.5757575757575757	0.014433869897444348	0.00022950423114968818	0.00013636474671704316	0.00016824839811154706	0.0001542748418068975	0.00016870497333064578	0.00015841320497129372	0.00014773951200196172	0.00013971028519185603	0.00015733841926362206
2.606060606060606	0.014381909891673296	0.0002553495606801553	0.0001325228334002328	0.0001641573980532244	0.00015007317790916998	0.00016421498553083406	0.00015407582662066308	0.0001436436396629896	0.00013584782473214242	0.00015305506161469694
2.6363636363636362	0.014328363303345354	0.00029504465182180205	0.00012879837209877143	0.0001601951379697545	0.00014599275566547744	0.0001598599018385115	0.00014986485456106456	0.00013966606125574235	0.00013209884577389732	0.00014889372594118435
2.666666666666667	0.014273300294479258	0.0003422772676459617	0.0001251869553703588	0.00015635686418041055	0.00014202947332149312	0.0001556346456758706	0.0001457760618433567	0.0001358030036329989	0.00012845947745325164	0.00014485053215738386
2.6969696969696972	0.01421678888530759	0.0003931028132241284	0.00012168441968388886	0.00015263807853018883	0.00013817942832488117	0.00015153441241117963	0.00014180540598198997	0.00013205085091814084	0.0001249260355180139	0.00014092175902432377
2.7272727272727275	0.014158895012168665	0.000445280955690548	0.00011828682523829954	0.00014903451862252262	0.00013443890210030991	0.00014755464901821446	0.0001379490177576184	0.00012840613395362192	0.00012149500821087595	0.0001371038345027449
2.757575757575758	0.014099682584114513	0.0004975503324217099	0.00011499043787988455	0.00014554213988280263	0.00013080434637876217	0.00014369103555851706	0.000134203190885099	0.00012486552082876127	0.00011816304359921449	0.00013339332693977323
2.787878787878788	0.01403921353823596	0.0005491871825569003	0.00011179171287906486	0.00014215709927162162	0.00012727237090262832	0.0001399394683146143	0.00013056437247135037	0.00012142580835283956	0.00011492693818282805	0.00012978693700137282
