aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.030479831149731757,0.5260744546779479,0.06112956810631229,0.06920415224913494,0.022410860559853536,1413,0.033625730994152045,0.3357664233576642,46,1322,3491,91,glasso,log2_npn,5,11.068094362039119
