aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.06376230954677778,0.5947187857279752,0.13339466421343146,0.13890457368718237,0.08422316155316235,1884,0.075678496868476,0.562015503875969,145,1771,2921,113,glasso,log2_npn,1,9.484793800394982
