aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.03996608419966085,0.5102315656653741,0.04081632653061224,0.05386278749754275,0.07468926803604732,141,0.3,0.021897810218978103,3,7,4806,134,glasso,none,4,11.146480184048414
