aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.040388673519676205,0.5089925248073572,0.03773584905660378,0.05386278749754275,0.044268015371988004,153,0.13636363636363635,0.021897810218978103,3,19,4794,134,glasso,none,5,10.123716042842716
