aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.05635689533499753,0.5190860822498676,0.07017543859649124,0.07947019867549669,0.0754319615169413,159,0.17647058823529413,0.043795620437956206,6,28,4785,131,glasso,none,7,11.499613862019032
