aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.03508637965600508,0.47521614969190806,0.0413589364844904,0.08860759493670885,-0.026401561955020643,1947,0.022175290390707498,0.30656934306569344,42,1852,2961,95,glasso,log2_npn,8,11.329764025751501
