aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.029344634488123328,0.4994214270656873,0.04987834549878346,0.07042253521126761,-0.001897099092505098,1562,0.027206370272063702,0.29927007299270075,41,1466,3347,96,glasso,log2_npn,7,11.80443192878738
