aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,preprocessing,dataset_id,wall_seconds
0.046312960928675824,0.5120514543185198,0.048192771084337345,0.05386278749754275,0.0515946542504691,158,0.13793103448275862,0.029197080291970802,4,25,4788,133,glasso,none,8,10.862799622118473
