aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.06897317084482608,0.6178943534804976,0.11878589007383102,0.1559633027522936,0.11923703540153976,5371,0.0916919959473151,0.16860735910572894,362,3586,493767,1785,desparsified,1000,1,189.67714471369982
