aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.09835032619312277,0.6376490704361033,0.14504324683965403,0.1826729348556078,0.1464536578592422,2570,0.10613437195715676,0.22899159663865545,218,1836,121962,734,desparsified,500,1,11.69747611368075
