aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,method,p,network,wall_seconds
0.14769547986894138,0.7142716673168255,0.14870689655172412,0.2513089005235602,0.1637121493841802,790,0.0954356846473029,0.33658536585365856,69,654,19041,136,desparsified,200,1,2.477608170825988
