aupr,auroc,f1,f1_opt,mcc,shd,precision,recall,tp,fp,tn,fn,topology,config,method,rep,seed_offset,n,p,wall_seconds,dof_correction,null_graph,benchmark,network,delta_mode,diffusion_spearman_mean,diffusion_spearman_min,diffusion_mae_mean,knockout_spearman,knockout_top10_recall,knockout_topk_recall,n_components_pred,diffusion_spearman_mean_null,knockout_spearman_null,diffusion_spearman_norm,knockout_spearman_norm,preprocessing,dataset_id
0.3652695847097688,0.9808713692946058,0.25,0.5333333333333333,0.3499442849825757,114.0,0.1439393939393939,0.95,19.0,113.0,1092.0,1.0,hub,n100p50,piglasso_oracle_n02,6.0,0.0,100.0,50.0,8.955751994042657,False,False,synthetic,,,,,,,,,,,,,,,
0.9789778329228048,0.9966152691185188,0.7917414721723518,0.9305230288836844,0.8018468990232588,232.0,0.997737556561086,0.65625,441.0,1.0,12693.0,231.0,random,n513p164,desparsified,3.0,,513.0,164.0,3.1902226810343564,,,synthetic,,,,,,,,,,,,,,,
0.971076146885496,0.9991801136863336,0.9475982532751092,0.9825889477668434,0.9459092149060124,72.0,0.9029126213592232,0.996937212863706,651.0,70.0,11997.0,2.0,random,n1500p160,ssglasso,0.0,0.0,1500.0,160.0,1196.6589591940865,,,synthetic,,,,,,,,,,,,,,,
0.962221719667155,0.9985224161868328,0.9168506254598968,0.9640287769784172,0.9152395521074962,113.0,0.8510928961748634,0.9936204146730464,623.0,109.0,11984.0,4.0,random,n700p160,ssglasso,41.0,0.0,700.0,160.0,1323.5824967229855,,,synthetic,,,,,,,,,,,,,,,
0.7799490618423113,0.9606281752404772,0.7387463188893564,0.7465069860279442,0.7143974167644701,621.0,0.7776793622674933,0.7035256410256411,878.0,251.0,11867.0,370.0,scale-free,n513p164,piglasso_oracle_n03,28.0,0.0,513.0,164.0,1250.7045116310474,,,synthetic,,,,,,,,,,,,,,,
0.9166760704192776,0.9942005511845544,0.8660968660968661,0.8892238131122834,0.8608602193264925,188.0,0.8117489986648865,0.9282442748091604,608.0,141.0,12570.0,47.0,random,n513p164,piglasso_corr,43.0,,513.0,164.0,513.0386580899358,,,synthetic,,,,,,,,,,,,,,,
0.9140807399283573,0.9914969067088504,0.8498455200823892,0.8607350096711799,0.8454810096320727,729.0,0.9201605709188224,0.7895139686184462,2063.0,179.0,50836.0,550.0,random,n1026p328,piglasso,47.0,,1026.0,328.0,319.85914833378047,,,synthetic,,,,,,,,,,,,,,,
0.0755648660781086,0.5,0.0,0.1405119643850862,0.0,1010.0,0.0,0.0,0.0,0.0,12356.0,1010.0,cluster,n513p164,piglasso_oracle,45.0,,513.0,164.0,722.8927855868824,,,synthetic,,,,,,,,,,,,,,,
0.9673295454545454,0.9990447711603954,0.9328767123287672,0.983393501805054,0.9311721300140804,98.0,0.8741976893453145,1.0,681.0,98.0,11941.0,0.0,random,n1500p160,piglasso_oracle_n02,15.0,0.0,1500.0,160.0,202.729195701977,False,False,synthetic,,,,,,,,,,,,,,,
0.8303091179469246,0.9699871983886612,0.7636195752539242,0.8075837031060912,0.7487404184735287,512.0,0.8705263157894737,0.6800986842105263,827.0,123.0,11381.0,389.0,scale-free,n1500p160,ssglasso,1.0,0.0,1500.0,160.0,1132.6697543989867,,,synthetic,,,,,,,,,,,,,,,
0.9542074590824312,0.9978954155329256,0.9085123309466984,0.938950988822012,0.9059660346698152,115.0,0.8522388059701492,0.9727427597955708,571.0,99.0,12034.0,16.0,random,n700p160,ssglasso,11.0,0.0,700.0,160.0,1186.5814149089856,,,synthetic,,,,,,,,,,,,,,,
0.4988519760438771,0.9607112306000244,0.4495412844036697,0.640625,0.4798929289179069,120.0,0.3024691358024691,0.875,49.0,113.0,1056.0,7.0,random,n100p50,ssglasso,42.0,0.0,100.0,50.0,9.466170440020504,False,False,synthetic,,,,,,,,,,,,,,,
0.9990543735224588,0.9999849748328452,0.625,0.9887640449438202,0.6680175630198975,54.0,0.4545454545454545,1.0,45.0,54.0,2904.0,0.0,hub,n237p78,glasso,40.0,,237.0,78.0,126.35965222865345,,,synthetic,,,,,,,,,,,,,,,
0.9439692400024988,0.9993874677706038,0.952561669829222,0.9593810444874274,0.9522050031955336,25.0,0.9194139194139194,0.9881889763779528,251.0,22.0,12444.0,3.0,hub,n1100p160,ssglasso,48.0,0.0,1100.0,160.0,1101.135937157902,,,synthetic,,,,,,,,,,,,,,,
0.5666960392265172,0.8880358820847057,0.5609998579747195,0.6214236667429619,0.5435052619500914,3091.0,0.6981265464828561,0.4688983855650522,1975.0,854.0,48562.0,2237.0,cluster,n1026p328,ssglasso,16.0,0.0,1026.0,328.0,323.69613604899496,False,False,synthetic,,,,,,,,,,,,,,,
0.4198470174321054,0.9839626556016596,0.3064516129032258,0.5769230769230769,0.3998576632565962,86.0,0.1826923076923076,0.95,19.0,85.0,1120.0,1.0,hub,n100p50,ssglasso,35.0,0.0,100.0,50.0,9.05814569600625,False,False,synthetic,,,,,,,,,,,,,,,
0.3284908741782233,0.7647227807436279,0.3935144609991235,0.4065436825617821,0.3392378293196464,1384.0,0.4342359767891682,0.359775641025641,449.0,585.0,11533.0,799.0,scale-free,n513p164,piglasso_oracle_n09,45.0,0.0,513.0,164.0,1219.6975144080352,,,synthetic,,,,,,,,,,,,,,,
0.3940635443683934,0.7421024494524737,0.1752705339719709,0.5231014868775572,0.255491631954321,4649.0,0.765891472868217,0.0989583333333333,494.0,151.0,48485.0,4498.0,scale-free,n1026p328,piglasso_corr,1.0,,1026.0,328.0,531.8082948438823,,,synthetic,,,,,,,,,,,,,,,
0.8393945167519776,0.9968789484177504,0.8251748251748252,0.8421052631578948,0.826820146313868,100.0,0.7421383647798742,0.9291338582677166,236.0,82.0,13030.0,18.0,hub,n513p164,piglasso_oracle_n02,15.0,0.0,513.0,164.0,190.4023075540317,,,synthetic,,,,,,,,,,,,,,,
